id,name,symbol,slug,is_active,rank,status,platform,token_address
5857,FLAMA,FMA,flama,1,2709,active,1027,0x0f8794f66C7170c4f9163a8498371A747114f6C4
5858,QANplatform,QARK,qanplatform,1,2758,active,1027,0x63120ccd7b415743e8753afd167f5ad4a1732c43
5859,iCEX,ICEX,icex,0,null,untracked,1027,0x336213e1ddfc69f4701fc3f86f4ef4a160c1159d
5860,iDeFi,IDEFI,idefi,1,3023,active,1027,0x14d10003807ac60d07bb0ba82caeac8d2087c157
5861,sCEX,SCEX,scex,1,3085,active,1027,0xeabacd844a196d7faf3ce596edebf9900341b420
5862,sDEFI,SDEFI,sdefi,1,3024,active,1027,0xe1afe1fd76fd88f78cbf599ea1846231b8ba3b6b
5863,sXAG,SXAG,sxag,1,3025,active,1027,0x6a22e5e94388464181578aa7a6b869e00fe27846
5864,yearn.finance,YFI,yearn-finance,1,78,active,1027,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e
5865,FIO Protocol,FIO,fio-protocol,1,196,active,,
5866,DEXTools,DEXT,dextools,1,651,active,1027,0x26ce25148832c04f3d7f26f32478a9fe55197166
5867,KVANT,KVNT,kvant,1,2420,active,,
5868,STATERA,STA,statera,1,2217,active,1027,0xa7DE087329BFcda5639247F96140f9DAbe3DeED1
5869,SafePost,STAMP,safepost,1,2718,active,1027,0x43afc9058a3DeBF37eaDf99138e449cE8a480A8a
5870,Originate Coin,ORC,originate-coin,1,3026,active,1027,0x1C09EF4493465569f6d704A5CC4f9864BCD2E56a
5871,Falcon Project,FNT,falcon-project,1,2770,active,1027,0xdc5864ede28bd4405aa04d93e05a0531797d9d59
5872,BitcoinSaving,BTSA,bitcoinsaving,0,null,untracked,,
5873,NextDAO,NAX,nextdao,1,671,active,1908,
5874,Catscoin,CATS,catscoin,0,null,untracked,,
5875,Red Box Dapp Token,RBD,red-box-dapp-token,1,2547,active,1027,0x7105eC15995A97496eC25de36CF7eEc47b703375
5876,FLUX,FLUX,flux,1,2591,active,1027,0x469eda64aed3a3ad6f868c44564291aa415cb1d9
5877,Rarible,RARI,rarible,1,968,active,1027,0xfca59cd816ab1ead66534d82bc21e7515ce441cf
5878,NIAX,NIAX,niax,0,null,untracked,1027,0xf71982762D141f8679Eb944fAec8cEC415fB5E23
5879,bZx Vesting Token,VBZRX,vbzrx,1,2670,active,1027,0xb72b31907c1c95f3650b64b2469e08edacee5e8f
5880,Props Token,PROPS,props,1,2463,active,1027,0x6fe56c0bcdd471359019fcbc48863d6c3e9d4f41
5881,Balloon-X,BLX,balloon-x,1,2169,active,1027,0x48fa42D579CE56Cc2797E4d678AD7345A27999B9
5882,Stafi,FIS,stafi,0,null,untracked,,
5884,Decurian,ECU,decurian,1,2511,active,1027,0xd3cdc4e75750dc1e59f8342200742b6b29490e70
5885,EcoDollar,ECOS,ecodollar,1,2618,active,,
5886,Rowan Token,RWN,rowan-token,1,2676,active,,
5887,HELGRO,HGRW,helgro,0,null,untracked,1958,TTvVC9jv5AfDdHuGeCMcQg6QftmNnfQiVm
5888,NEOBITCOIN,NBTC,neobitcoin,1,2589,active,,
5889,snglsDAO,SGT,snglsdao,1,2379,active,1027,0xc4199fB6FFDb30A829614becA030f9042f1c3992
5890,Unit Protocol,COL,unit-protocol,1,2398,active,1027,0xc76fb75950536d98fa62ea968e1d6b45ffea2a55
5891,dHedge,DHT,dhedge,0,null,untracked,1027,
5892,Anyswap,ANY,anyswap,0,null,untracked,2530,
5893,Frontier,FRONT,frontier,0,null,untracked,,
5894,DoYourTip,DYT,doyourtip,1,2721,active,1027,0x740623d2c797b7D8D1EcB98e9b4Afcf99Ec31E14
5895,COWRY,COW,cowry,0,null,untracked,,
5896,Pool of Stake,PSK,pool-of-stake,0,null,untracked,1027,0x1c5f43710a1776b0ea7191b7ead75d4b98d69858
5897,FXBarterCoin,FXBC,fxbartercoin,0,null,untracked,1027,0x29ff3479e15b6ceede73858e169983afb83d36a6
5898,Index Chain,IDX,index-chain,1,2342,active,,
5899,Casper,CASPER,casper,0,null,untracked,,
5900,DigiDinar,DDR,digidinar,1,2291,active,,
5901,Union Fair Coin,UFC,union-fair-coin,1,2143,active,1027,0x995de3d961b40ec6cdee0009059d48768ccbdd48
5902,DragonVein,DVC,dragonvein,1,2492,active,1027,0x194524355f26af663468d4996f207a918c73e013
5903,Bitcoin True,BTCT,bitcoin-true,1,2687,active,1027,0x820a8481451e893bc66dce50c84d45617cac3705
5904,BLOCKCLOUT,CLOUT,blockclout,1,2648,active,1027,0xa10ae543db5d967a73e9abcc69c81a18a7fc0a78
5905,Diplexcoin,DLX,diplexcoin,1,2726,active,,
5906,NerveNetwork,NVT,nervenetwork,1,2194,active,,
5907,Crypto Cricket Club,3Cs,crypto-cricket-club,1,2406,active,1027,0x4f56221252d117f35E2f6Ab937A3F77CAd38934D
5908,dKargo,DKA,dkargo,1,415,active,1027,0x5dc60c4d5e75d22588fa17ffeb90a63e535efce0
5909,Liquid Bit,L-BIT,liquid-bit,0,null,untracked,,
5910,Fesschain,FESS,fesschain,1,2528,active,1027,0xe09394f8ba642430ed448ca20f342ec7aa1ba2e1
5912,4ART Coin,4ART,4artechnologies,1,2695,active,1027,0xff44b5719f0b77a9951636fc5e69d3a1fc9e7d73
5913,TRONFamily,FAT,tronfamily,0,null,untracked,1958,
5914,intexcoin,INTX,intexcoin,1,2510,active,1027,0x7533D63A2558965472398Ef473908e1320520AE2
5915,Bone,BONE,bone,1,2433,active,1027,0x5C84bc60a796534bfeC3439Af0E6dB616A966335
5916,Satoshivisioncoin,SVC,satoshivisioncoin,1,2334,active,1027,0x64EA2c6104F1CF3035E28Be0f781B6286d50934D
5917,ZBank Token,ZBK,zbank-token,0,null,untracked,1027,0x29257908879c5792f1bb25449a7209205434dc3f
5918,ModiHost,AIM,modihost,1,2543,active,1765,
5919,Meter,MTRG,meter,1,2193,active,1027,0xaa8d0e9A26853D51613ca75729CDE2564913BCfb
5920,AICON,AICO,aicon,1,2479,active,1027,0xE7FB3559358A99df54466d0350e4aD6DC7093da3
5921,Cybercoin,CBR,cybercoin,1,2757,active,1027,0x4ba012f6e411a1be55b98e9e62c3a4ceb16ec88b
5922,Swingby,SWINGBY,swingby,1,2224,active,1839,
5923,Crypto User Base,CUB,crypto-user-base,1,2789,active,1027,0xa8892bfc33fa44053a9e402b1839966f4fec74a4
5924,Pantos,PAN,pantos,1,2557,active,1027,0x536381a8628dbcc8c70ac9a30a7258442eab4c92
5925,Pocketnet,POC,pocketnet,0,null,untracked,,
5926,CoinZoom,ZOOM,coinzoom,0,null,untracked,1027,0x69cf3091c91eb72db05e45c76e58225177dea742
5927,FELIX,FLX,felix,0,null,untracked,1765,FLX-eos-felixtokenio
5928,BMToken,BMT,bmtoken,0,null,untracked,1027,0xc6363c1a05f840be2d185d7084b28af84c543d40
5929,BYTN,BYTN,bytn,0,null,untracked,,
5930,CR Coin,CRC,cr-coin,0,null,untracked,1027,0xfb19c03a02a519a44542343803f3d42578cbc243
5931,Darwinia Commitment Token,KTON,darwinia-commitment-token,1,2267,active,1027,0x9f284e1337a815fe77d2ff4ae46544645b20c5ff
5932,eFIN,EFIN,efin,0,null,untracked,,
5933,Fireball,FIRE,fireball,1,1551,active,1027,0x3f8a2f7bcd70e7f7bdd3fbb079c11d073588dea2
5934,Hey Bitcoin,HYBN,hey-bitcoin,1,2180,active,1027,0x20bcae16a8ba95d8e8363e265de4ecfc36ec5cd9
5935,Karma DAO,KARMA,karma-dao,0,null,untracked,1027,0xdfe691f37b6264a90ff507eb359c45d55037951c
5936,Robonomics Web Services,RWS,robonomics-web-services,1,2529,active,1027,0x08ad83d779bdf2bbe1ad9cc0f78aa0d24ab97802
5937,Timelockcoin,TYM,timelockcoin,0,null,untracked,,
5938,Vibz8,VIBS,vibz8,0,null,untracked,1027,0x53db6b7fee89383435e424764a8478acda4dd2cd
5939,Wrapped NXM,WNXM,wrapped-nxm,1,2150,active,1027,0x0d438f3b5175bebc262bf23753c1e53d03432bde
5940,ZOM,ZOM,zom,1,2689,active,1027,0x42382f39e7c9f1add5fa5f0c6e24aa62f50be3b3
5941,yUSD Synthetic Token Expiring 1 September 2020,YUSD-SEP20,yusd-synthetic-token-expiring-1-september-2020,0,null,untracked,1027,0x81ab848898b5ffd3354dbbefb333d5d183eedcb5
5942,DEMOS,DOS,demos,1,2317,active,,
5944,RYM PROJECT,RYM,rym-project,0,null,untracked,1027,0x9f31200553d74a8632f2ca30aa95d8cd7730a878
5945,Temtum,TEM,temtum,1,2852,active,,
5946,South African Tether,xZAR,south-african-tether,0,null,untracked,1027,0x48f07301e9e29c3c38a80ae8d9ae771f224f1054
5947,TokenPocket,TPT,tokenpocket,1,2637,active,1027,0x4161725d019690a3e0de50f6be67b07a86a9fae1
5948,Unicrypt,UNC,unicrypt,1,2231,active,1027,0xf29e46887ffae92f1ff87dfe39713875da541373
5949,Ulgen Hash Power,UHP,ulgen-hash-power,1,2185,active,1027,0x9135d92e3a34e2a94e4474b74b9dc2d51118eed5
5950,DeFi Nation Signals DAO,DSD,defi-nation-signals-dao,1,2620,active,1027,0x1e3a2446c729d34373b87fd2c9cbb39a93198658
5951,Equus,EQUUS,equus,0,null,inactive,1027,0xd57a41edb1956d4710286f9086352178d49a9b4a
5952,DMScript,DMST,dmscript,1,2321,active,1027,0xf29992d7b589a0a6bd2de7be29a97a6eb73eaf85
5953,LP-cCurve,CCURVE,lp-ccurve,0,null,untracked,1027,0x845838df265dcd2c412a1dc9e959c7d08537f8a2
5954,LP-sCurve,SCURVE,lp-scurve,0,null,untracked,1027,0xc25a3a3b969415c80451098fa907ec722572917f
5955,FME,FME,fme,0,null,untracked,1027,0x947938339bf61c84669e303bc39c794d65a525d0
5956,MCDEX,MCB,mcdex,1,2225,active,1027,0x4e352cf164e64adcbad318c3a1e222e9eba4ce42
5957,yearn.finance II,YFII,yearn-finance-ii,1,2214,active,1027,0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83
5958,MOTIV Protocol,MOV,motiv-protocol,1,2392,active,1027,0x40284109c3309a7c3439111bfd93bf5e0fbb706c
5959,Vizb8,VIBS,vizb8,0,null,untracked,1027,0x53db6b7fee89383435e424764a8478acda4dd2cd
5960,PayFrequent USD,PUSD,payfrequent-usd-2,1,2494,active,2570,0xce98172f4fc9ad02da607843a2c211b7834431da
5962,IdleDAI Yield,IDLEDAIYIELD,idle-dai-yield,0,null,untracked,1027,0x78751b12da02728f467a44eac40f5cbc16bd7934
5963,Centric Cash,CNS,centric-cash,1,2181,active,1958,TMJWuBDvwvcm6QUWXDaC6GqTyq3FgEmWEt
5964,Trust Wallet Token,TWT,trust-wallet-token,1,2184,active,1839,TWT-8C2
5965,PowerBalt,PWRB,powerbalt,1,2831,active,,
5966,Student Coin,STC,student-coin,1,2844,active,1027,0xb8B7791b1A445FB1e202683a0a329504772e0E52
5967,Trendering,TRND,trendering,1,2346,active,1027,
5968,Dollar Electrino,USDE,dollar-electrino,0,null,untracked,1274,ABqi5wYGdrucQ3oobj9isvmAoTZ79VmDcQY2BGrjeYBY
5969,KIWI TOKEN,KIWI,kiwi-token,0,null,untracked,1027,0x2BF91c18Cd4AE9C2f2858ef9FE518180F7B5096D
5970,INFLIV,IFV,infliv,0,null,untracked,1027,0x3656bd0f3f07623bb7f429b390d208f894e44ece
5971,Tendies,TEND,tendies,1,2239,active,1027,0x1453dbb8a29551ade11d89825ca812e05317eaeb
5972,TrustDAO,TRUST,trustdao,1,1185,active,1027,0x57700244b20f84799a31c6c96dadff373ca9d6c5
5973,Vision Network,VSN,vision-network,1,2630,active,1027,0x456ae45c0ce901e2e7c99c0718031cec0a7a59ff
5974,RealToken 15634 Liberal St Detroit MI,REALTOKEN-15634-LIBERAL-ST-DETROIT-MI,15634-liberal-st-detroit-mi-48205,0,null,untracked,1027,0xbecaea7aa3629d4b7ddccf3a973bef09ff34d4b6
5975,RealToken 18900 Mansfield St Detroit MI,REALTOKEN-18900-MANSFIELD-ST-DETROIT-MI,18900-mansfield-st-detroit-mi-48235,0,null,untracked,1027,0x22cabb38295eaeccfede4e99af508052e3b74ca0
5976,RealToken 10024 10028 Appoline St Detroit MI,REALTOKEN-10024-10028-APPOLINE-ST-DETROIT-MI,realtoken-10024-10028-appoline-st-detroit-mi,0,null,untracked,1027,0x5807ca447851c98569c567963b25b1c83d41bebc
5977,RealToken16200 Fullerton Avenue Detroit MI,REALTOKEN-16200-FULLERTON-AVE-DETROIT-MI,realtoken-16200-fullerton-avenue-detroit-mi,0,null,untracked,1027,0x22c8ecf727c23422f47093b562ec53c139805301
5978,RealToken 18276 Appoline St Detroit MI,REALTOKEN-18276-APPOLINE-ST-DETROIT-MI,realtoken-18276-appoline-st-detroit-mi,0,null,untracked,1027,0xfc89f1b932079b462ef9c8757de5a28e387b847b
5979,RealToken 20200 Lesure Street Detroit MI,REALTOKEN-20200-LESURE-ST-DETROIT-MI,realtoken-20200-lesure-st-detroit-mi,0,null,untracked,1027,0x395c47a421c254ae42253764a7f56e0ee0cddac5
5980,RealToken 25097 Andover Dr Dearborn MI,REALTOKEN-25097-ANDOVER-DR-DEARBORN-MI,realtoken-25097-andover-dr-dearborn-mi,0,null,untracked,,
5981,RealToken 5942 Audubon Road Detroit MI,REALTOKEN-5942-AUDUBON-RD-DETROIT-MI,realtoken-5942-audubon-rd-detroit-mi,0,null,untracked,1027,0x43688910273f199b8ae2ca018c13918fb3d37b58
5982,RealToken 8342 Schaefer Hwy Detroit MI,REALTOKEN-8342-SCHAEFER-HWY-DETROIT-MI,realtoken-8342-schaefer-hwy-detroit-mi,0,null,untracked,1027,0x6fd016ccc4611f7bab1dd3267334cb0216ef47f9
5983,RealToken 9336 Patton Street Detroit MI,REALTOKEN-9336-PATTON-ST-DETROIT-MI,realtoken-9336-patton-st-detroit-mi,0,null,untracked,1027,0xed42cedcadbfbcaa3e6f411b09567c2c0b5ad28f
5984,FreeTip,FTT,freetip,0,null,untracked,1027,0x174bea2cb8b20646681e855196cf34fcecec2489
5985,Limestone Network,LIMEX,limestone-network,1,2327,active,1027,0x400b1d8a7dd8c471026b2c8cbe1062b27d120538
5986,Liquidity Dividends Protocol,LID,liquidity-dividends-protocol,1,2161,active,1027,0x0417912b3a7af768051765040a55bb0925d4ddcf
5987,SIMBA Storage Token,SST,simba-storage-token,1,2642,active,1027,0x2863916c6ebdbbf0c6f02f87b7eb478509299868
5988,Sprint Coin,SPRX,sprint-coin,0,null,untracked,,
5989,BNS Token,BNS,bns-token,1,2241,active,1027,0xd996035Db82cae33Ba1f16fDF23B816E5E9fAaBb
5990,Dev Protocol,DEV,dev-protocol,1,2437,active,1027,0x5caf454ba92e6f2c929df14667ee360ed9fd5b26
5992,Investcoin,INVC,investcoin,0,null,untracked,,
5993,Lung Protocol,L2P,lung-protocol,0,null,untracked,1027,0xee0f286776639cd363da810daf3e0623f82576b0
5994,SHIBA INU,SHIB,shiba-inu,1,2719,active,1027,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce
5995,Kids Cash,KASH,kids-cash,1,2836,active,1027,0x2c50ba1ed5e4574c1b613b044bd1876f0b0b87a9
5996,Marblecoin,MBC,marblecoin,1,2870,active,1027,0x8888889213dd4da823ebdd1e235b09590633c150
5997,Libertas Token,LIBERTAS,libertas-token,1,2763,active,1027,0x49184e6dae8c8ecd89d8bdc1b950c597b8167c90
5998,Antiample,XAMP,antiample,1,656,active,1027,0xf911a7ec46a2c6fa49193212fe4a2a9b95851c27
5999,XT.com Token,XT,xtcom-token,0,null,untracked,1027,0x4be10da47a07716af28ad199fbe020501bddd7af
6000,CNY Tether,CNYT,cny-tether,0,null,inactive,,
6002,FOCV,FOCV,focv,1,2186,active,1027,0xbba1da8aff34ebef5ce4d68312b33ef629548b06
6003,BTC1D3L (Leveraged ETF by Hotbit),BTC1D3L,btc1d3l,0,null,untracked,,
6004,Bit World Token,BWB,bw-token,1,2495,active,1027,
6005,Crypto Village Accelerator,CVA,crypto-village-accelerator,1,2167,active,1027,0x78a52e12c7b63d05c12f9608307587cf654ec3d0
6006,Game Currency Coin,GCC,game-currency-coin,0,null,untracked,1027,0xb627d12f7024c78b1139cbb31348393b3d37774d
6007,Second Exchange Alliance,SEA,second-exchange-alliance,0,null,untracked,1027,0x72ebd62060f78d91dc4bc33e8d88f39307365f87
6008,CSC JACKPOT,CSCJ,csc-jackpot,0,null,untracked,1027,0xd375eed3549cbc8243358ef3bd6026e2c2dc8e53
6009,BTC-Alpha Token,BAC,btc-alpha-token,0,null,untracked,1027,0x7dc59729b0adf4ae34721a1e06ef82a19e690b04
6010,DKK Token,DKKT,dkk-token,0,null,inactive,,
6013,SXC Token,SXC,sxc,0,null,untracked,1027,0x6a48ba795e3289b9151036e189e352e3ee2c7798
6014,Blockchain Game Alliance,BGA,blockchain-game-alliance,0,null,untracked,,
6015,BTEcoin,BTE,btecoin,0,null,untracked,1027,0xfd62247943f94c3910a4922af2c62c2d3fac2a8f
6016,FEX Token,FEX,fex-token,1,2381,active,1027,0x271220fbefd584a6b0a6ad457721c076321646a1
6017,AOS,AOS,aos,1,2173,active,,
6018,Global China Cash,CNC,global-china-cash,0,null,untracked,463,
6019,Ruletka,RTK,ruletka,0,null,untracked,1027,0x1F6DEADcb526c4710Cf941872b86dcdfBbBD9211
6020,Brr,BRR,brr,1,2354,active,1027,0x49f941fa7f5731fe302068d79c8604c24c5e7196
6021,LitecoinZ,LTZ,litecoinz,0,null,untracked,,
6022,PolypuX,PUX,polypux,1,1423,active,1027,0xe277ac35f9d327a670c1a3f3eec80a83022431e4
6023,Unibomb,UBOMB,unibomb,1,2506,active,1027,0x265Ba42daF2D20F3F358a7361D9f69Cb4E28F0E6
6024,Gold Cash,GOLD,gold-cash,0,null,untracked,,
6025,DigiMax DGMT,DGMT,digimax-dgmt,1,2690,active,1027,0x0d4b4DA5fb1a7d55E85f8e22f728701cEB6E44C9
6026,All.me,ME,all-me,1,2279,active,1027,0x47140a767a861f7a1f3b0dd22a2f463421c28814
6027,TOPBTC Token,TOPB,topb,1,3027,active,1027,0xf6317dd9b04097a9e7b016cd23dcaa7cfe19d9c6
6028,MDUKEY,MDU,mdu,1,2212,active,,
6029,CoinBene Future Token,CFT,coinbene-future-token,0,null,untracked,1027,0x9b683d81b8334325bcc1802d47de65571993fe89
6030,To The Moon,TTM,tothe-moon,0,null,untracked,1027,0x714b1fded61090a6c49eb0b4d088b8e5ebd64e61
6031,KVI,KVI,kvi,1,2262,active,1027,0x8868ff4893113193313465a0ccc5f1bd370d7751
6032,Nilu,NILU,nilu,1,2558,active,,
6033,Healing Plus,HP,healing-plus,1,2454,active,1027,0xab55bdef7057b76482914e79f037999f4ebb6bf1
6034,Crowd One,CRD,crowd-one,0,null,untracked,1027,0x4760e7a401558aa59639161454bb2a41a3c5a90b
6035,InfinityDeFi,INFD,infinitydefi,0,null,untracked,1027,0x82dad985afd3708680bac660f4e527da4f0dcfa5
6036,Culture Ticket Chain,CTC,culture-ticket-chain,1,2254,active,,
6037,3X Long Chainlink Token,LINKBULL,3x-long-chainlink-token,1,2152,active,1027,0x83aD87C988aC0c6277C0c6234Cc8108b20bB5d9B
6038,Aave WBTC,AWBTC,aave-wbtc,0,null,untracked,1027,0xfc4b8ed459e00e5400be803a9bb3954234fd50e3
6039,Connectome,CNTM,connectome,1,2253,active,1027,0x9a1bf361798ef6538ccb8137ea900c4d4b48ca3d
6040,3X Short Cardano Token,ADABEAR,3x-short-cardano-token,1,2358,active,1027,0xb3299d4bab93bf04d5b11bc49cd6dfad1f77d23f
6041,LP-yCurve,YCURVE,curve-fi-ydai-yusdc-yusdt-ytusd,0,null,untracked,,
6042,10X Long Altcoin Index Token,ALTMOON,10x-long-altcoin-index-token,0,null,untracked,1027,0x7574c09a26e781df694755cec8ac04af9d1e1cc0
6043,10X Long Bitcoin Cash Token,BCHMOON,10x-long-bitcoin-cash-token,0,null,untracked,1027,0x9003ce9e92e1105f235ca59e2bf65abd36dfdc01
6044,10X Long Bitcoin SV Token,BSVMOON,10x-long-bitcoin-sv-token,0,null,untracked,1027,0x875ef445e0873b6c2d5e58f68113e0937ba8a441
6045,10X Long Bitcoin Token,MOON,10x-long-bitcoin-token,0,null,untracked,,
6046,10X Long BNB Token,BNBMOON,10x-long-bnb-token,0,null,untracked,1027,0x7a5ce2b56dc00cb7b369ad2e1b3309abdc145bef
6047,10X Long EOS Token,EOSMOON,10x-long-eos-token,0,null,untracked,1027,0x4aaff81cfe81523b1c4f6b6c075ebf9bbdb094c9
6048,10X Long Ethereum Classic Token,ETCMOON,10x-long-ethereum-classic-token,0,null,untracked,1027,0x827e75a2c5f3cc0b2fef9273f6ae4518551ecafb
6049,10X Long Exchange Token Index Token,EXCHMOON,10x-long-exchange-token-index-token,0,null,untracked,1027,0x456bd836910b3853dc22529dbc2cbe072d967141
6050,10X Long Huobi Token Token,HTMOON,10x-long-huobi-token-token,0,null,untracked,1027,0xb621bb8064a1b2b2d6c2fd4330293f3e7acbc15f
6051,888tron,888,888tron,1,3028,active,1958,TLvDJcvKJDi3QuHgFbJC6SeTj3UacmtQU3
6052,10X Long LEO Token,LEOMOON,10x-long-leo-token,0,null,untracked,1027,0xcfeb236743bd4b3789d28bbea9dc4ef0792c87f9
6053,Mineral,MNR,mineral,1,2147,active,1958,
6054,7Chain,VII,7chain,0,null,inactive,,
6055,10X Long Litecoin Token,LTCMOON,10x-long-litecoin-token,0,null,untracked,1027,0x08da69ca2bfe378f384cb76c84d6ded701ec65c7
6056,10X Long Midcap Index Token,MIDMOON,10x-long-midcap-index-token,0,null,inactive,,
6057,10X Long OKB Token,OKBMOON,10x-long-okb-token,0,null,untracked,,
6058,10X Long Shitcoin Index Token,MOONSHIT,10x-long-shitcoin-index-token,0,null,untracked,,
6059,10X Long TRX Token,TRXMOON,10x-long-trx-token,0,null,untracked,,
6060,10X Long XRP Token,XRPMOON,10x-long-xrp-token,0,null,untracked,1027,0x574a37b7244dabb08ce1618193f818f1c85180e6
6061,10X Short Bitcoin Cash Token,BCHDOOM,10x-short-bitcoin-cash-token,0,null,untracked,,
6062,HUPAYX,HUP,hupayx,1,2250,active,,
6063,10X Short Bitcoin Token,DOOM,10x-short-bitcoin-token,0,null,untracked,1027,0xe1403e2972145d86f66299380ade23169580beca
6064,10X Short BNB Token,BNBDOOM,10x-short-bnb-token,0,null,untracked,1027,0xc8e69913c0ea5d45bf67e52412eb8bcab5b9875e
6065,TODA Note,TDN,toda-note,0,null,untracked,1027,0x6d68a12305051291d194162b8406aea080342645
6066,10X Short Ethereum Token,ETHDOOM,10x-short-ethereum-token,0,null,untracked,,
6067,Starcro,XSC,starcro,0,null,untracked,,
6069,Assemble Protocol,ASM,assemble-protocol,1,2362,active,1027,0x2565ae0385659badcada1031db704442e1b69982
6070,EIDOS,EIDOS,eidos,1,2410,active,1765,
6071,10X Short Litecoin Token,LTCDOOM,10x-short-litecoin-token,0,null,untracked,1027,0x31e15a071a5340f0393ea98dde3a095d64206a02
6072,Advanced Integrated Blockchains,AIB,advanced-internet-block,0,null,untracked,,
6073,10X Short OKB Token,OKBDOOM,10x-short-okb-token,0,null,untracked,,
6074,3X Long Algorand Token,ALGOBULL,3x-long-algorand-token,1,2275,active,1027,0x584936357d68f5143f12e2e64f0089db93814dad
6075,GIVLY Coin,GIV,givly-coin,1,3086,active,1839,GIV-94E
6076,Afri Union Coin,AUC,afri-union-coin,1,2661,active,1027,0xbeea2890775889c7723e5c0b80527976803b5a99
6077,3X Long Altcoin Index Token,ALTBULL,3x-long-altcoin-index-token,1,2609,active,1027,0xd829664cdbf3195b2ce76047a65de29e7ed0a9a8
6078,3X Long BitMax Token Token,BTMXBULL,3x-long-bitmax-token-token,1,2768,active,1027,0x9885ca101dfd8f23d364874f799554c52bfee820
6079,3X Long Cardano Token,ADABULL,3x-long-cardano-token,1,2192,active,1027,0x43de1145cd22f0a9cc99e51c205e6e81161df6b9
6080,3X Long Cosmos Token,ATOMBULL,3x-long-cosmos-token,1,2408,active,1027,0x75f0038b8fbfccafe2ab9a51431658871ba5182c
6081,3X Long Dogecoin Token,DOGEBULL,3x-long-dogecoin-token,1,2440,active,,
6082,3X Long Dragon Index Token,DRGNBULL,3x-long-dragon-index-token,1,2702,active,1027,0x3335f16af9008bfd32f1ee6c2be5d4f84fa0b9da
6083,3X Long Ethereum Classic Token,ETCBULL,3x-long-ethereum-classic-token,1,2455,active,1027,0x974c98bc2e82fa18de92b7e697a1d9bd25682e80
6084,3X Long Huobi Token Token,HTBULL,3x-long-huobi-token-token,1,2716,active,1027,0x0d5e2681d2aadc91f7da4146740180a2190f0c79
6085,3X Long Matic Token,MATICBULL,3x-long-matic-token,1,2360,active,1027,0x7e03521b9da891ca3f79a8728e2eaeb24886c5f9
6086,3X Long Midcap Index Token,MIDBULL,3x-long-midcap-index-token,1,2686,active,,
6087,3X Long OKB Token,OKBBULL,3x-long-okb-token,1,2677,active,1027,0x8af785687ee8d75114b028997c9ca36b5cc67bc4
6088,3X Long Shitcoin Index Token,BULLSHIT,3x-long-shitcoin-index-token,1,2639,active,1027,0xd06b25f67a17f12b41f615b34d87ecd716ff55a0
6089,VBT,VBT,vbt,0,null,untracked,1027,0x1ffe24629f1b3df74fc0f6e5d086f2fd09258ff2
6090,3X Long TomoChain Token,TOMOBULL,3x-long-tomochain-token,1,2502,active,1027,0xa38920c00d1a5303db538a3ea08da7a779e1f751
6091,3X Short Algorand Token,ALGOBEAR,3x-short-algorand-token,1,2415,active,1027,0x057fb10e3fec001a40e6b75d3a30b99e23e54107
6092,3X Short Altcoin Index Token,ALTBEAR,3x-short-altcoin-index-token,0,null,untracked,1027,0x90b417ab462440cf59767bcf72d0d91ca42f21ed
6093,3X Short BitMax Token Token,BTMXBEAR,3x-short-bitmax-token-token,0,null,untracked,1027,0xdbf637f78624f896b92f801e81f6031b7865ed20
6094,3X Short Chainlink Token,LINKBEAR,3x-short-chainlink-token,1,2282,active,,
6095,Galaxy Wallet,GC,galaxy-wallet,1,2491,active,1027,0x486a72811ae65c4c814ba929d6da35497d21296f
6096,3X Short Cosmos Token,ATOMBEAR,3x-short-cosmos-token,1,2572,active,,
6097,3X Short Dogecoin Token,DOGEBEAR,3x-short-dogecoin-token,1,2781,active,1027,0xf1d32952e2fbb1a91e620b0fd7fbc8a8879a47f3
6098,3X Short Dragon Index Token,DRGNBEAR,3x-short-dragon-index-token,0,null,untracked,1027,0x223fb5c14c00cfb70cf56bb63c2eef2d74fe1a78
6099,3X Short Ethereum Classic Token,ETCBEAR,3x-short-ethereum-classic-token,1,2766,active,1027,0xa340f0937a8c00db11c83cc16cec12310160f0b6
6100,3X Short Matic Token,MATICBEAR,3x-short-matic-token,1,2640,active,1027,0xbe893b4c214dbffc17ef1e338fbdb7061ff09237
6101,3X Short OKB Token,OKBBEAR,3x-short-okb-token,0,null,untracked,1027,0x053e5ba7cb9669dcc2feb2d0e1d3d4a0ad6aae39
6102,3X Short Shitcoin Index Token,BEARSHIT,3x-short-shitcoin-index-token,0,null,untracked,1027,0x48dee19c81b89a9ab473361bae7a19210f2deaa4
6103,3X Short TomoChain Token,TOMOBEAR,3x-short-tomochain-token,1,2556,active,,
6104,Derivex,DVX,derivex,1,2308,active,1027,0x975769557510167d25beed6e32806537173e292c
6105,HAPY Coin,HAPY,hapy-coin,1,2274,active,4078,
6106,AI Crypto,AIC,ai-crypto,1,2399,active,,
6107,Eight Hours,EHRT,eight-hours,1,2484,active,3077,0xf8e1faa0367298b55f57ed17f7a2ff3f5f1d1628
6109,Essek Tov,ETO,essek-tov,1,2409,active,1027,0x4526dc4ac8f692535ed9bf235a3a20a2b9ff3328
